opening lineFacility.PrusaMK3.FilamentDiameter.StandardDeviation, 0.09191797050903251
Facility.PrusaMK3.FilamentDiameter.Average, 1.5674885652173913
Facility.PrusaMK3.FilamentDiameter.Value, 1.537708
MoreGarbage.com.StandardDeviation, 0.11035319381259995
MoreGarbage.com.Average, 1.3506564927536233
MoreGarbage.com.Value, 1.314475
Facility.PrusaMK3.FilamentDiameter.StandardDeviation, 0.0007678435940223213
Facility.PrusaMK3.FilamentDiameter.Average, 1.538057743772242
Facility.PrusaMK3.FilamentDiameter.Value, 1.539598
MoreGarbage.com.StandardDeviation, 0.0011446448282898677
MoreGarbage.com.Average, 1.3154418113879003
MoreGarbage.com.Value, 1.316797
Facility.PrusaMK3.FilamentDiameter.StandardDeviation, 0.0008734649673431273
Facility.PrusaMK3.FilamentDiameter.Average, 1.538166380597015
Facility.PrusaMK3.FilamentDiameter.Value, 1.539598
MoreGarbage.com.StandardDeviation, 0.0011594147954989001
MoreGarbage.com.Average, 1.3155753507462686
MoreGarbage.com.Value, 1.316797
Facility.PrusaMK3.FilamentDiameter.StandardDeviation, 0.0007727952776806332
Facility.PrusaMK3.FilamentDiameter.Average, 1.5380619250936327
Facility.PrusaMK3.FilamentDiameter.Value, 1.539598
MoreGarbage.com.StandardDeviation, 0.0011215617567234576
MoreGarbage.com.Average, 1.315335966292135
MoreGarbage.com.Value, 1.316797
Facility.PrusaMK3.FilamentDiameter.StandardDeviation, 0.0007920426829219578
Facility.PrusaMK3.FilamentDiameter.Average, 1.5381375454545454
Facility.PrusaMK3.FilamentDiameter.Value, 1.537708
MoreGarbage.com.StandardDeviation, 0.001156961726895028
MoreGarbage.com.Average, 1.31553925
MoreGarbage.com.Value, 1.314475
Facility.PrusaMK3.FilamentDiameter.StandardDeviation, 0.0003831076650313762
Facility.PrusaMK3.FilamentDiameter.Average, 1.5377292209737825
Facility.PrusaMK3.FilamentDiameter.Value, 1.539598
MoreGarbage.com.StandardDeviation, 0.0008768514141371913
MoreGarbage.com.Average, 1.3148750449438202
MoreGarbage.com.Value, 1.316797
Facility.PrusaMK3.FilamentDiameter.StandardDeviation, 0.0003714985987019764
Facility.PrusaMK3.FilamentDiameter.Average, 1.5377279507042254
Facility.PrusaMK3.FilamentDiameter.Value, 1.537708
MoreGarbage.com.StandardDeviation, 0.0007905024626298699
MoreGarbage.com.Average, 1.314785690140845
MoreGarbage.com.Value, 1.314475
Facility.PrusaMK3.FilamentDiameter.StandardDeviation, 0.0005927162898077875
Facility.PrusaMK3.FilamentDiameter.Average, 1.5378145563909773
Facility.PrusaMK3.FilamentDiameter.Value, 1.537708
MoreGarbage.com.StandardDeviation, 0.0009527767475186378
MoreGarbage.com.Average, 1.3149725714285716
MoreGarbage.com.Value, 1.314475
Facility.PrusaMK3.FilamentDiameter.StandardDeviation, 0.0006865281686885637
Facility.PrusaMK3.FilamentDiameter.Average, 1.5379243969465648
Facility.PrusaMK3.FilamentDiameter.Value, 1.539598
MoreGarbage.com.StandardDeviation, 0.0010767232793156291
MoreGarbage.com.Average, 1.3152017328244274
MoreGarbage.com.Value, 1.316797
